Date,Time,X,Y,Z
2025-07-07,17:15:37.2,0.22905060648918152,0.5618144869804382,-0.07056155055761337
2025-07-07,17:15:37.2,-0.09543775767087936,0.5723083019256592,-0.19087551534175873
2025-07-07,17:15:37.2,0.2863132655620575,0.5811808705329895,-0.09237190335988998
2025-07-07,17:15:37.2,0.2481381595134735,0.5573875904083252,-0.02872582897543907
2025-07-07,17:15:37.2,0.2863132655620575,0.5851691961288452,-0.062296122312545776
2025-07-07,17:15:37.2,0.2481381595134735,0.5580020546913147,-0.01182558760046959
2025-07-07,17:15:37.2,0.2658623158931732,0.5928768515586853,-0.07805979251861572
2025-07-07,17:15:37.6,-0.24541136622428894,0.6049879193305969,0.04518730565905571
2025-07-07,17:15:37.6,-0.22905060648918152,0.5487841367721558,0.13946470618247986
2025-07-07,17:15:37.6,-0.24541136622428894,0.5964455604553223,0.11092770099639893
2025-07-07,17:15:37.6,-0.24541136622428894,0.6066664457321167,0.00285340566188097
2025-07-07,17:15:37.9,-0.2863132655620575,0.5734193921089172,-0.1322646588087082
2025-07-07,17:15:38.2,-0.038175102323293686,0.07750103622674942,0.012251585721969604
2025-07-07,17:15:38.6,0.22496043145656586,0.6049026846885681,-0.1084645539522171
2025-07-07,17:15:38.9,0.3054008185863495,0.6257241368293762,0.0498606376349926
2025-07-07,17:15:38.9,0.3054008185863495,0.62247633934021,0.08087002485990524
2025-07-07,17:15:38.9,0.32721516489982605,0.6166149973869324,0.001598153030499816
2025-07-07,17:15:39.4,0.2658623158931732,0.558458149433136,-0.21382421255111694
2025-07-07,17:15:39.6,0.47446197271347046,1.1709002256393433,0.0684887021780014
2025-07-07,17:15:39.6,0.629889190196991,1.2397716045379639,0.37292972207069397
2025-07-07,17:15:39.6,0.591714084148407,1.2161363363265991,0.01068846695125103
2025-07-07,17:15:39.6,0.610801637172699,1.2547385692596436,0.041207827627658844
2025-07-07,17:15:39.6,0.629889190196991,1.280859351158142,0.18843989074230194
2025-07-07,17:15:39.6,0.648976743221283,1.3159794807434082,0.21778377890586853
2025-07-07,17:15:39.6,0.4771887958049774,1.390280842781067,-0.4137047529220581
2025-07-07,17:15:39.6,-0.572626531124115,1.1356174945831299,-0.30917295813560486
2025-07-07,17:15:39.6,0.610801637172699,1.252098798751831,-0.09119059145450592
2025-07-07,17:15:39.6,0.5848971009254456,1.314108967781067,-0.06231888011097908
2025-07-07,17:15:39.9,0.5140004754066467,1.156119465827942,-0.0018402927089482546
2025-07-07,17:15:39.9,0.5317246317863464,1.1959435939788818,-0.010204330086708069
2025-07-07,17:15:39.9,0.591714084148407,1.2157492637634277,0.032489802688360214
2025-07-07,17:15:39.9,0.47446197271347046,1.1704546213150024,0.07572165876626968
2025-07-07,17:15:39.9,0.5317246317863464,1.1931861639022827,0.08180379122495651
2025-07-07,17:15:39.9,0.5494487881660461,1.2306973934173584,0.11277172714471817
2025-07-07,17:15:39.9,-0.422652930021286,1.260020136833191,-0.2508808374404907
2025-07-07,17:15:39.9,-0.43628689646720886,1.2454438209533691,0.4557071626186371
2025-07-07,17:15:39.9,0.5140004754066467,1.1477991342544556,-0.1384653002023697
2025-07-07,17:15:39.9,0.5317246317863464,1.1879483461380005,-0.13843348622322083
2025-07-07,17:15:39.9,0.5494487881660461,1.232205867767334,-0.09487994015216827
2025-07-07,17:15:40.2,0.553538978099823,1.135263442993164,-0.07472232729196548
2025-07-07,17:15:40.2,0.5317246317863464,1.1894229650497437,-0.1251327097415924
2025-07-07,17:15:40.2,0.591714084148407,1.200456142425537,-0.1949537843465805
2025-07-07,17:15:40.2,0.5140004754066467,1.1560125350952148,-0.015825597569346428
2025-07-07,17:15:40.2,0.572626531124115,1.1733269691467285,-0.09229808300733566
2025-07-07,17:15:40.2,0.5494487881660461,1.2105131149291992,-0.2489808201789856
2025-07-07,17:15:40.2,-0.08725737780332565,1.3707890510559082,0.24993813037872314
2025-07-07,17:15:40.2,0.553538978099823,1.1285353899002075,-0.14427204430103302
2025-07-07,17:15:40.2,0.572626531124115,1.1619759798049927,-0.1871546059846878
2025-07-07,17:15:40.2,0.591714084148407,1.1956278085708618,-0.2226570099592209
2025-07-07,17:15:40.6,0.553538978099823,1.1285549402236938,-0.14411860704421997
2025-07-07,17:15:40.6,0.572626531124115,1.170224905014038,-0.12565311789512634
2025-07-07,17:15:40.6,0.591714084148407,1.2019404172897339,-0.1855834573507309
2025-07-07,17:15:40.6,0.5140004754066467,1.1541708707809448,-0.0671207532286644
2025-07-07,17:15:40.6,0.572626531124115,1.175026535987854,-0.06728719174861908
2025-07-07,17:15:40.6,0.5494487881660461,1.231491208076477,-0.10374468564987183
2025-07-07,17:15:40.6,0.5140004754066467,1.1558916568756104,-0.023021109402179718
2025-07-07,17:15:40.6,0.5317246317863464,1.195976734161377,-0.004966751206666231
2025-07-07,17:15:40.6,0.5494487881660461,1.2354315519332886,-0.03228704631328583
2025-07-07,17:15:40.9,0.610801637172699,1.215146541595459,0.3154137432575226
2025-07-07,17:15:40.9,-0.610801637172699,1.2553555965423584,0.012219897471368313
2025-07-07,17:15:41.2,0.5071834921836853,1.2537572383880615,-0.009232727810740471
2025-07-07,17:15:41.2,0.5671729445457458,1.2743300199508667,-0.05952616408467293
2025-07-07,17:15:41.2,0.5848971009254456,1.3151357173919678,-0.03440982848405838
2025-07-07,17:15:41.2,0.4499208629131317,1.2282471656799316,-0.045783866196870804
2025-07-07,17:15:41.2,0.5071834921836853,1.252987027168274,-0.044898830354213715
2025-07-07,17:15:41.2,0.5862604975700378,1.7356858253479004,-0.403974711894989
2025-07-07,17:15:41.2,0.479915589094162,1.8361608982086182,-0.28861376643180847
2025-07-07,17:15:41.2,0.42946991324424744,1.914629578590393,0.06527413427829742
2025-07-07,17:15:41.2,0.668064296245575,1.2607227563858032,-0.5440677404403687
2025-07-07,17:15:41.2,0.09543775767087936,1.38740074634552,-0.6306762099266052
2025-07-07,17:15:41.2,0.46491822600364685,1.2680543661117554,-0.07153023779392242
2025-07-07,17:15:41.2,0.620345413684845,1.3363240957260132,-0.40143609046936035
2025-07-07,17:15:41.2,0.5071834921836853,1.2493271827697754,0.10570766776800156
2025-07-07,17:15:41.2,0.5235442519187927,1.2941662073135376,0.013443104922771454
2025-07-07,17:15:41.2,0.5399050116539001,1.264418125152588,-0.4273405373096466
2025-07-07,17:15:41.6,-0.22496043145656586,1.2887595891952515,0.601134181022644
2025-07-07,17:15:41.6,-0.2958570420742035,1.2238895893096924,0.49375119805336
2025-07-07,17:15:41.9,0.40901896357536316,1.2422325611114502,-0.05174873769283295
2025-07-07,17:15:41.9,0.05180906876921654,1.65654456615448,0.04214293509721756
2025-07-07,17:15:41.9,0.10361813753843307,1.653041958808899,0.0729074776172638
2025-07-07,17:15:41.9,-0.3599366843700409,1.2546452283859253,0.6076031923294067
2025-07-07,17:15:42.2,0.5317246317863464,1.1939029693603516,-0.070575051009655
2025-07-07,17:15:42.2,0.5494487881660461,1.2333568334579468,-0.07851375639438629
2025-07-07,17:15:42.2,-0.04908227548003197,1.4857609272003174,-0.5069445371627808
2025-07-07,17:15:42.2,0.0,1.4721343517303467,-0.6623145937919617
2025-07-07,17:15:42.6,-0.21814344823360443,1.3047219514846802,-0.44638511538505554
2025-07-07,17:15:42.6,0.5317246317863464,1.1932929754257202,0.08023163676261902
2025-07-07,17:15:42.6,0.5494487881660461,1.2235345840454102,0.1740589737892151
2025-07-07,17:15:42.6,0.11725210398435593,1.8723289966583252,-0.011770837008953094
2025-07-07,17:15:42.6,0.5399050116539001,1.4196420907974243,-0.40000778436660767
2025-07-07,17:15:42.9,-0.5494487881660461,1.235225796699524,-0.03937993943691254
2025-07-07,17:15:43.3,0.5494487881660461,1.2269442081451416,-0.1481258124113083
2025-07-07,17:15:43.3,0.5317246317863464,1.159237027168274,-0.2942015826702118
2025-07-07,17:15:43.3,0.591714084148407,1.198142647743225,-0.20870116353034973
2025-07-07,17:15:43.3,0.4908227324485779,1.2050235271453857,-0.14187176525592804
2025-07-07,17:15:43.3,0.5071834921836853,1.250791072845459,-0.08668363839387894
2025-07-07,17:15:43.3,0.5671729445457458,1.275428056716919,0.027273956686258316
2025-07-07,17:15:43.6,0.5071834921836853,1.253668189048767,-0.01756211929023266
2025-07-07,17:15:43.6,0.5494487881660461,1.228631854057312,-0.1334061622619629
2025-07-07,17:15:43.6,0.610801637172699,1.2547787427902222,0.03996632248163223
2025-07-07,17:15:43.9,-0.572626531124115,1.1231578588485718,-0.35175463557243347
2025-07-07,17:15:43.9,-0.553538978099823,1.1240785121917725,-0.17565323412418365
2025-07-07,17:15:44.3,0.5494487881660461,1.2358239889144897,0.008517353795468807
2025-07-07,17:15:44.3,0.5317246317863464,1.193493366241455,0.07719191163778305
2025-07-07,17:15:44.3,0.5494487881660461,1.2264766693115234,0.15194937586784363
2025-07-07,17:15:44.6,0.5235442519187927,1.2931616306304932,-0.052725814282894135
2025-07-07,17:15:45.0,0.46491822600364685,1.2434252500534058,-0.2587895393371582
2025-07-07,17:15:45.0,0.5071834921836853,1.2484138011932373,-0.1159977987408638
2025-07-07,17:15:45.3,0.5071834921836853,1.2535679340362549,-0.02366120181977749
2025-07-07,17:15:45.6,0.5071834921836853,1.2496246099472046,-0.10213056951761246
2025-07-07,17:16:05.3,-0.019087551161646843,0.03838633745908737,0.008100435137748718
2025-07-07,17:16:11.6,0.0,0.4184756577014923,0.12338712811470032
2025-07-07,17:16:11.6,-0.014997362159192562,0.46192777156829834,0.12929342687129974
2025-07-07,17:16:11.6,-0.10907172411680222,0.388905793428421,0.16493001580238342
2025-07-07,17:16:11.6,-0.13497625291347504,0.4333733916282654,0.1558457463979721
